(1901,1,1,6,-781)

(1901,1,1,13,-721)

(1901,1,1,20,-941)

(1901,1,2,6,-611)

(1901,1,2,13,-561)

(1901,1,2,20,-281)

(1901,1,3,6,-671)

(1901,1,3,13,-331)

(1901,1,3,20,-281)

(1901,1,4,6,-331)

(1901,1,4,13,-441)

(1901,1,4,20,-391)

(1901,1,5,6,1)

(1901,1,5,13,61)

(1901,1,5,20,1)

(1901,1,6,6,61)

(1901,1,6,13,61)

(1901,1,6,20,-111)

(1901,1,7,6,-331)

(1901,1,7,13,-501)

(1901,1,7,20,-441)

(1901,1,8,6,-281)

(1901,1,8,13,-331)

(1901,1,8,20,-331)

(1901,1,9,6,-501)

(1901,1,9,13,-331)

(1901,1,9,20,-281)

(1901,1,10,6,-441)

(1901,1,10,13,-441)

(1901,1,10,20,-441)

(1901,1,11,6,-391)

(1901,1,11,13,-501)

(1901,1,11,20,-441)

(1901,1,12,6,-391)

(1901,1,12,13,-331)

(1901,1,12,20,-221)

(1901,1,13,6,1)

(1901,1,13,13,-61)

(1901,1,13,20,-171)

(1901,1,14,6,-441)

(1901,1,14,13,-391)

(1901,1,14,20,-331)

(1901,1,15,6,-61)

(1901,1,15,13,171)

(1901,1,15,20,221)

(1901,1,16,6,281)

(1901,1,16,13,281)

(1901,1,16,20,111)

(1901,1,17,6,-171)

(1901,1,17,13,-281)

(1901,1,17,20,-561)

(1901,1,18,6,-441)

(1901,1,18,13,-441)

(1901,1,18,20,-671)

(1901,1,19,6,-441)

(1901,1,19,13,-391)

(1901,1,19,20,-221)

(1901,1,20,6,-221)

(1901,1,20,13,-221)

(1901,1,20,20,-391)

(1901,1,21,6,-171)

(1901,1,21,13,-171)

(1901,1,21,20,-221)

(1901,1,22,6,-171)

(1901,1,22,13,-61)

(1901,1,22,20,-61)

(1901,1,23,6,1)

(1901,1,23,13,111)

(1901,1,23,20,1)

(1901,1,24,6,-61)

(1901,1,24,13,171)

(1901,1,24,20,61)

(1901,1,25,6,61)

(1901,1,25,13,61)

(1901,1,25,20,1)

(1901,1,26,6,-61)

(1901,1,26,13,-111)

(1901,1,26,20,-221)

(1901,1,27,6,-561)

(1901,1,27,13,-281)

(1901,1,27,20,-281)

(1901,1,28,6,-281)

(1901,1,28,13,-281)

(1901,1,28,20,-391)

(1901,1,29,6,-281)

(1901,1,29,13,-171)

(1901,1,29,20,-111)

(1901,1,30,6,-331)

(1901,1,30,13,-331)

(1901,1,30,20,-441)

(1901,1,31,6,-781)

(1901,1,31,13,-611)

(1901,1,31,20,-671)

(1901,2,1,6,-781)

(1901,2,1,13,-671)

(1901,2,1,20,-831)

(1901,2,2,6,-561)

(1901,2,2,13,-221)

(1901,2,2,20,-331)

(1901,2,3,6,-441)

(1901,2,3,13,-331)

(1901,2,3,20,-781)

(1901,2,4,6,-611)

(1901,2,4,13,-611)

(1901,2,4,20,-831)

(1901,2,5,6,-281)

(1901,2,5,13,-331)

(1901,2,5,20,-441)

(1901,2,6,6,-1611)

(1901,2,6,13,-1281)

(1901,2,6,20,-1221)

(1901,2,7,6,-1111)

(1901,2,7,13,-1221)

(1901,2,7,20,-1221)

(1901,2,8,6,-1221)

(1901,2,8,13,-1171)

(1901,2,8,20,-1171)

(1901,2,9,6,-1111)

(1901,2,9,13,-1061)

(1901,2,9,20,-1331)

(1901,2,10,6,-1061)

(1901,2,10,13,-1171)

(1901,2,10,20,-1831)

(1901,2,11,6,-1501)

(1901,2,11,13,-1281)

(1901,2,11,20,-1221)

(1901,2,12,6,-1281)

(1901,2,12,13,-1281)

(1901,2,12,20,-1281)

(1901,2,13,6,-1221)

(1901,2,13,13,-1171)

(1901,2,13,20,-1001)

(1901,2,14,6,-1831)

(1901,2,14,13,-1781)

(1901,2,14,20,-2111)

(1901,2,15,6,-2501)

(1901,2,15,13,-2001)

(1901,2,15,20,-1781)

(1901,2,16,6,-1061)

(1901,2,16,13,-1171)

(1901,2,16,20,-1331)

(1901,2,17,6,-1561)

(1901,2,17,13,-1221)

(1901,2,17,20,-1221)

(1901,2,18,6,-941)

(1901,2,18,13,-941)

(1901,2,18,20,-891)

(1901,2,19,6,-1441)

(1901,2,19,13,-781)

(1901,2,19,20,-831)

(1901,2,20,6,-891)

(1901,2,20,13,-611)

(1901,2,20,20,-721)

(1901,2,21,6,-671)

(1901,2,21,13,-441)

(1901,2,21,20,-891)

(1901,2,22,6,-1561)

(1901,2,22,13,-1391)

(1901,2,22,20,-1721)

(1901,2,23,6,-1561)

(1901,2,23,13,-1441)

(1901,2,23,20,-1561)

(1901,2,24,6,-1721)

(1901,2,24,13,-1561)

(1901,2,24,20,-1671)

(1901,2,25,6,-1831)

(1901,2,25,13,-1221)

(1901,2,25,20,-1061)

(1901,2,26,6,-1501)

(1901,2,26,13,-1111)

(1901,2,26,20,-1111)

(1901,2,27,6,-1061)

(1901,2,27,13,-721)

(1901,2,27,20,-781)

(1901,2,28,6,-1781)

(1901,2,28,13,-1561)

(1901,2,28,20,-1671)

(1901,3,1,6,-1941)

(1901,3,1,13,-1501)

(1901,3,1,20,-1721)

(1901,3,2,6,-2001)

(1901,3,2,13,-1331)

(1901,3,2,20,-1671)

(1901,3,3,6,-1891)

(1901,3,3,13,-1061)

(1901,3,3,20,-671)

(1901,3,4,6,-561)

(1901,3,4,13,-281)

(1901,3,4,20,-221)

(1901,3,5,6,-501)

(1901,3,5,13,-281)

(1901,3,5,20,-171)

(1901,3,6,6,-61)

(1901,3,6,13,221)

(1901,3,6,20,111)

(1901,3,7,6,-171)

(1901,3,7,13,1)

(1901,3,7,20,-61)

(1901,3,8,6,-111)

(1901,3,8,13,-61)

(1901,3,8,20,-61)

(1901,3,9,6,-331)

(1901,3,9,13,-111)

(1901,3,9,20,-111)

(1901,3,10,6,-61)

(1901,3,10,13,1)

(1901,3,10,20,-281)

(1901,3,11,6,-171)

(1901,3,11,13,221)

(1901,3,11,20,171)

(1901,3,12,6,-331)

(1901,3,12,13,-61)

(1901,3,12,20,-441)

(1901,3,13,6,-441)

(1901,3,13,13,171)

(1901,3,13,20,-441)

(1901,3,14,6,-671)

(1901,3,14,13,-171)

(1901,3,14,20,-111)

(1901,3,15,6,1)

(1901,3,15,13,61)

(1901,3,15,20,-281)

(1901,3,16,6,-501)

(1901,3,16,13,-61)

(1901,3,16,20,-111)

(1901,3,17,6,-281)

(1901,3,17,13,-441)

(1901,3,17,20,-1001)

(1901,3,18,6,-1001)

(1901,3,18,13,-501)

(1901,3,18,20,-501)

(1901,3,19,6,-1391)

(1901,3,19,13,-441)

(1901,3,19,20,-391)

(1901,3,20,6,-561)

(1901,3,20,13,-331)

(1901,3,20,20,-671)

(1901,3,21,6,-1221)

(1901,3,21,13,-611)

(1901,3,21,20,-831)

(1901,3,22,6,-781)

(1901,3,22,13,-281)

(1901,3,22,20,-281)

(1901,3,23,6,-171)

(1901,3,23,13,171)

(1901,3,23,20,1)

(1901,3,24,6,-111)

(1901,3,24,13,-611)

(1901,3,24,20,-1171)

(1901,3,25,6,-1561)

(1901,3,25,13,-1111)

(1901,3,25,20,-1331)

(1901,3,26,6,-1781)

(1901,3,26,13,-941)

(1901,3,26,20,-1171)

(1901,3,27,6,-2001)

(1901,3,27,13,-1001)

(1901,3,27,20,-1561)

(1901,3,28,6,-1831)

(1901,3,28,13,-891)

(1901,3,28,20,-1721)

(1901,3,29,6,-1721)

(1901,3,29,13,-721)

(1901,3,29,20,-891)

(1901,3,30,6,-1171)

(1901,3,30,13,-561)

(1901,3,30,20,-1111)

(1901,3,31,6,-1561)

(1901,3,31,13,-391)

(1901,3,31,20,-561)

(1901,4,1,6,-331)

(1901,4,1,13,111)

(1901,4,1,20,61)

(1901,4,2,6,171)

(1901,4,2,13,171)

(1901,4,2,20,1)

(1901,4,3,6,-391)

(1901,4,3,13,1)

(1901,4,3,20,-61)

(1901,4,4,6,111)

(1901,4,4,13,281)

(1901,4,4,20,171)

(1901,4,5,6,61)

(1901,4,5,13,171)

(1901,4,5,20,61)

(1901,4,6,6,-111)

(1901,4,6,13,1)

(1901,4,6,20,-221)

(1901,4,7,6,-441)

(1901,4,7,13,-61)

(1901,4,7,20,-391)

(1901,4,8,6,-501)

(1901,4,8,13,221)

(1901,4,8,20,61)

(1901,4,9,6,1)

(1901,4,9,13,221)

(1901,4,9,20,171)

(1901,4,10,6,111)

(1901,4,10,13,331)

(1901,4,10,20,221)

(1901,4,11,6,1)

(1901,4,11,13,281)

(1901,4,11,20,-61)

(1901,4,12,6,-61)

(1901,4,12,13,-111)

(1901,4,12,20,-171)

(1901,4,13,6,-111)

(1901,4,13,13,1)

(1901,4,13,20,-281)

(1901,4,14,6,-281)

(1901,4,14,13,-281)

(1901,4,14,20,-281)

(1901,4,15,6,-561)

(1901,4,15,13,-501)

(1901,4,15,20,-501)

(1901,4,16,6,-611)

(1901,4,16,13,-441)

(1901,4,16,20,-611)

(1901,4,17,6,-391)

(1901,4,17,13,1)

(1901,4,17,20,1)

(1901,4,18,6,61)

(1901,4,18,13,61)

(1901,4,18,20,-61)

(1901,4,19,6,-61)

(1901,4,19,13,1)

(1901,4,19,20,-281)

(1901,4,20,6,-111)

(1901,4,20,13,-61)

(1901,4,20,20,-171)

(1901,4,21,6,-111)

(1901,4,21,13,-61)

(1901,4,21,20,-171)

(1901,4,22,6,1)

(1901,4,22,13,171)

(1901,4,22,20,1)

(1901,4,23,6,171)

(1901,4,23,13,111)

(1901,4,23,20,-111)

(1901,4,24,6,-171)

(1901,4,24,13,171)

(1901,4,24,20,-111)

(1901,4,25,6,111)

(1901,4,25,13,281)

(1901,4,25,20,-111)

(1901,4,26,6,1)

(1901,4,26,13,221)

(1901,4,26,20,221)

(1901,4,27,6,61)

(1901,4,27,13,281)

(1901,4,27,20,1)

(1901,4,28,6,111)

(1901,4,28,13,331)

(1901,4,28,20,1)

(1901,4,29,6,111)

(1901,4,29,13,221)

(1901,4,29,20,171)

(1901,4,30,6,111)

(1901,4,30,13,281)

(1901,4,30,20,171)

(1901,5,1,6,111)

(1901,5,1,13,441)

(1901,5,1,20,171)

(1901,5,2,6,61)

(1901,5,2,13,501)

(1901,5,2,20,61)

(1901,5,3,6,221)

(1901,5,3,13,391)

(1901,5,3,20,171)

(1901,5,4,6,-111)

(1901,5,4,13,1)

(1901,5,4,20,-221)

(1901,5,5,6,-281)

(1901,5,5,13,1)

(1901,5,5,20,-171)

(1901,5,6,6,-221)

(1901,5,6,13,-111)

(1901,5,6,20,-111)

(1901,5,7,6,-221)

(1901,5,7,13,1)

(1901,5,7,20,-61)

(1901,5,8,6,-61)

(1901,5,8,13,331)

(1901,5,8,20,-171)

(1901,5,9,6,171)

